ID,text,labels
1305684746022932482t,#VaccinesWork They cause all sorts of #ChronicDiseases oh I ’ m sorry isn ’ t that what they were designed to do ? 🤤 #Vaccines https : / / t.co/1dBJaxFywZ,side-effect
1359531059122212873t,@bbclaurak No matter how much PR they throw at Oxford vaccine it does not change its shortcomings . The WHO ( somewhat discredited after China fiasco ) and the UK Govt never a reliable source for data are not convincing regarding this vaccine .,ineffective political
1251291526086356992t,@KimPKAG2020 @MAGAPATRIOT_TGM This whole shutdown is because of IHME models . The Bill and Melinda Gates foundation is the major contributor to this organization . Bill Gates owns a company called NOVAVAX . They provide vaccines . You put 2 & 2 together .,pharma
1333143726919720968t,"@sw2boro @GazSez @forest_fr1ends It ’ s possible to have chips which are a nanometre in size . Anyhow , would you be happy taking a vaccine which has been created and tested in ~ 10 months ? I ’ m sure as hell not",ingredients rushed
1350520172482879490t,"[ WATCH ] Shawna Skelton says the Covid Moderna 💉 triggered uncontrollable shakes , spasms & seizures . #covid #scamdemic #papacy666 #populationcontrol #nwo #vaxxed #health #ontariolockdowns #medtwitter #toronto #plandemic #fitness #stopthesteal #draintheswamp #onpoli #writerslift https : / / t.co/aLrdOOtnCH",side-effect
1347952021505191937t,Four Deaths in #Elderly Reported From 3 Countries During First Days of Vaccine Rollout . #COVID19 #Vaccine #Reactions @pfizer @BioNTech_Group https : / / t.co/ceO5Uk0rux,side-effect
1266165153600548864t,"The C19 Vaccine bottom line : $ $ $ from insider trading . Moderna chief medical officer makes 18mill after hyping ' success ' , sells out and currently holds zero Moderna stock . 3 out 15 have grade 3 severe reactions requiring hospitalization , ie 20 % . https : / / t.co/GnQSjR8m2t",pharma side-effect
1335536228469444608t,"@RylandMedia @YellowCube7 @o_rips O yeah . 2 many still depend on #MSM & it's designed 2 deliberately lead ppl in2 the trap , using misinformation 2 maintain ignorance 2 elevate hysteria . Ppl not knowing any diff out of fear comply . How many r going 2 accept the #CovidVaccine w / o knowing its REAL purpose ?",none
1424372534804324360t,The Lancet : Cerebral venous sinus thrombosis after vaccination : the UK experience : VITT - associated cerebral venous sinus thrombosis from AstraZeneca and J & J https : / / t.co/B6ZqrFnEWt,side-effect
1365171518003634179t,@jockmcleod53 @Fender56Graham the vaccine doesnt stop transmission . You are supporting segregation genocide tactics . countries have got the virus under control without a vaccine . This is Britain not north korea we dont just take peoples rights away .,ineffective mandatory unnecessary
1284124407296856065t,@MattHancock @NHSX Haven ’ t you been arrested ? I thought you had shares In The company pushing the vaccines . Just stop . No one believes your Covid nonsense lies / tracking / cases / false death numbers . Wake up people,rushed
1291740037307158528t,#WarRoomTownHall @WarRoomPandemic I hope you are going to address the real but truly unknown dangers of Moderna vaccine which has ability to change our DNA . It is unknown what this will do to the human genome . The one vaccine which should not be used before extensive trials .,rushed side-effect
1432348843434258435t,""" New Zealand woman dies after ... 👉 receiving Pfizer vaccine . An independent vaccine safety monitoring board said the woman's death was ' probably ' due to ... 👉 myocarditis , an inflammation of the heart muscle . "" https : / / t.co/gKZEo78ZMY",side-effect
1364532960964333571t,"@pcrclaims Don't "" SWALLOW "" the vaccine agenda ... take ivermectin it kills propaganda as well as you know what .",unnecessary
1321556131093729280t,@haleytweetweet Right right and that totally makes sense . But where I ’ m like ? Is how do you prevent spread or protect those via vaccine if your body has net 0 antibodies after 3 months of exposure ? Continuous vaccinations after that time frame ?,ineffective
1352932024349319168t,@SmibTam @BorisJohnson Suits them better to have the majority of the population terrified and compliant ... how would they make their mass millions back on the vaccine scam if the majority knew it could be treated with anti malaria drugs ?,conspiracy
1339371385584562177t,"BREAKING ! This is what @CNN @MSNBC @washingtonpost @nytimes @bbc @AP does not want you to see and hear as they condition you with media narratives to take @pfizer @biogen "" vaccines "" that could PERMANENTLY BLIND YOU ! #PfizerPoison https : / / t.co/yppsYOMm2L",side-effect
1353099231196680192t,I hate thinking that a vaccine possibly took a great one from us but I have seen firsthand the damages of vaccines and / or the preservatives used in the vaccines .,ingredients side-effect
1369477565593755651t,"kinda fucked how the less effective Johnson & Johnson vaccine will be distributed to "" rural communities "" ( people who are more likely to be at a socioeconomic disadvantage ) like they're not also at high risk for COVID , if not more .",ineffective
1360232113551867908t,@Shipmuse You ’ re playing Russian roulette with a vaccine that hasn ’ t been fully tested,rushed
1253915959275986945t,@D37715662 @w_terrence Right ! Well we will watch all the Democrats take the vaccine from him and see how it works out for them 😂 ! Bill Gates needs to sit down !,political
1339645625038716929t,"@simondolan They won't be next year , "" CITOKINE STORM REACTION "" will have kicked in , Google that ... Well known apparently with the Pfizer type of vaccine . I believe your immune system starts attacking itself & you're body goes nuts . People will apparently die from the common cold .",side-effect
1340647523552272386t,Much of the skepticism about taking the covid - 19 vaccine stems from the fact that Bill Gates weighed in . None of us believe he has any credibility with regard to vaccine development and production . Gates should go back to his own little world and play with this computer .,pharma
1376946910871711744t,@marklevinshow HELP ! Please ! What do we do ? mask mandate getting ridiculous . 1 % of the flu last year ? Funny . Why vaccine ? Why #up w / states stronger rules # go up ? More & more gov . no more constitution ? Civil liberties ? follow gov science ? President no physical ? “ We the people ”,mandatory unnecessary
1376297747012186117t,@Breaking911 I would rather wear a mask and show a negative PCR test than get a vaccine .,none
1367914426754469889t,"I won't take #AstraZeneca Covid - 19 Vaccine , let me b d only health worker to die of this Covid - 19 virus",side-effect
1424004245628522499t,@Glenn02660664 Trusting Pfizer is the worst thing you can do . Hands down the worst . It's better to know than to trust . Get a post vax blood / tissue test . Or get a regular covid test each week . Pfizer's drug efficacy track record is piss poor .,ineffective pharma
1363962766210572290t,"@vellen08 Oh yeah , I am in a high risk category too . There's no harm in erring on the side of caution . I am not rushing out to get the vaccine either . I have to see how it effects diabetics first before I give it a try .",side-effect
1332458601760182273t,"Oxford Covid vaccine : Regulator asked to assess jab . The vaccine has become a tool for Govts to remove our Freedoms . Their lack of ability to rid the world of disease , the failure they should be removed from office over . Experts appearing like Magic . https : / / t.co/K2ZTlWbxBf",mandatory
1327237042107940864t,@k_ricciardo DANG ! I knew Bill Gates was wanting to make the Vaccine for Covid so he could get the patent on it because he is a money hungry grubworm 😂 Gates has also wanted world DEPOPULATION 4 many years and him & his wife would go 2 other countries 2 test these “ experimental ” vaccines out,conspiracy pharma rushed
1370821047298187275t,@sky_dvr The Johnson & Johnson COVID Vaccine does not include PEG . Once again . The vaccines like all vaccines & medicines include non - medical ingredients . There needs to be more transparency & alternatives for those with hypersensitivity to the non - medical ingredients .,ingredients
1333147879490326529t,"If this is seen as the deadliest disease in our lifetimes , and consequently the vaccine viewed as a miraculous panacea , why is Pfizer ’ s stock price virtually unchanged from the beginning of the year ?",pharma
1334663954681966595t,Wtf #uk #eu #ireland Stop Pfizer Vax now ... Studies are weak and not proven .,rushed
1336863517127872513t,Pfizer is going to end up taking their vaccine and go home . #NotInMyBodyYouDont,none
1349158881977659401t,@ColdSpock @DavidFoxon2 @sandykeepsafe @LBC @GavinWilliamson @Keir_Starmer @UKActionteam @Parents_Utd @HoppySaul @BBCNews Im sorry to say I will never take a vaccine with Russian involvement .,country
1376889439088222219t,"@laurenskahn @justinamash @adamshermanesq Are you vaccinated ? If you are , why do others need to be vaccinated for you to be around them ? This logic is incredible .",ineffective
1333450069505437716t,@sunny I share your concerns regarding the COVID vaccine as you stated on The View . Tin foil hat time - I'm also concerned that it will contain some sort of microchip - not many people have mentioned that aspect . I trust nothing under tRump's administration .,conspiracy ingredients political
1307674082390007808t,@snj_1970 @J_Bloodworth While Covid illness is considered a bigger risk than a vaccine nothing will stop it's adoption . And govts in panic over economic collapse want to point to vaccination program to say its fixed and safe to get back to normal,political side-effect
1313860838181220352t,@JoeMart98640240 @AtWarWithWolf @MajorPatriot I suppose that depends on what exactly the vaccine is . Forget COVID . THERES ALREADY A CURE ! ! So why a vaccine ? ?,unnecessary
