ID,text,labels
1350468299038011393t,"@Ronnie62597744 Dr Lee Merrit says it is not a vaccine its a new treatment using experimental biological agents which have not been tested on animals . The only corona virus studies were on cats and ferrets . After having two vaccines , they introduced the virus back and all the animals died .",rushed side-effect
1293460976734359552t,@lavender1980 @jemfinanderson @Ash_Stewart_ I would strongly suggest the Russian vaccine for anyone thinking we need a vaccine to get over Covid - 19 . What is the survival rate again ?,country unnecessary
1352920187272646657t,@Mavsmummmy @SueC00K I feel they didn ’ t authorise use for this and deny all the scientific studies on ivermectin and high dose vitamin D because then there would be too few deaths to warrant a vaccine .,side-effect
1337503128451751939t,@Redgrift0 @WirralCouncil No we get on with our normal lives ( I have ) apart from the amount of money I should of earned have you even looked into Pfizer who have been sued for millions the people wanting this fucking vaccine are walking mankind into its doom,pharma
1288432558800285696t,@PeterNavarro45 you ’ re NUTS if you think America is interested in a HURRIED vaccine . And the way your kissing this presidents ass this morning scares me .,rushed
1219297861726171145t,@michbutler1 @MsEricaDixon There is ZERO evidence for that and BILLIONS of people who were vaccinated provide evidence of one thing : Vaccines cause adults .,side-effect
1389939504606236672t,"CHECK THIS OUT 😳 Fact checkers on Fact checkers . org ARE getting paid by Johnson and Johnson ! ! ! They are checking facts posted about the vaccines J & J are manufacturing ! ! ! 😳 🤬 Corruption , when Facts are been removed and replaced with biased information for profit https : / / t.co/kIQGeAs7jh",pharma
1403037201433350151t,""" While several medical conditions can cause a pulmonary infarction , the most common cause is pulmonary embolus . "" And I've got at least 4 of them from the Astrazeneca vaccine",side-effect
1353338292910092289t,Which bright spark said that 1 dose was 90 % effective ? Based on what “ unpublished data ” ? ? #sciencenotspin #liesandstatistics How effective is the Pfizer vaccine ? Data from Israel raises questions a ... https : / / t.co/ugBrcWXFXi via @YouTube,ineffective
1254926576233439235t,@thomaskaine5 The virus not killing enough people that's y they want everyone to take that vaccine and a chip not this fellow r my family they will have to kill me,conspiracy ingredients
1374912527214247936t,Not taking no vaccine 76 % accurate : : I will gladly stay home 24 : 7 for now or quarantine for 2 weeks if I go out,ineffective
1329257865131876355t,"@RebekahsRight @pfizer Scary ! Don't have the Virus , but die from the Vaccine . Not sure about rushed Vaccines , they usually take years to get right . https : / / t.co/j9sQ11p7AN",rushed side-effect
1376235243594784775t,"@tygertyger18 @matthewdmarsden People should have a choice , not have an untried , not gauranteed to work or be safe vaccine forced on them . It might have only killed around 500 people , but that's no consolation to them or their families . We're all playing Russian Roulette with it",side-effect
1330260953171185664t,@MattHancock @MHRAgovuk @pfizer @BioNTech_Group Why has it been granted that they are exempt from any issues arising from taking the vaccine ? If it is 100 % safe and has been properly tested then surely this isn't necessary,pharma rushed
1290444599278829570t,"Older , but a vaccine is on the horizon . So the NIH is in bed with Moderna to produce a vaccine : conflict of interest ? Pshaw . The NIH declaring HCQ dangerous two days ahead of the FDA - ans so removing competition - is not conflict of interest ( also 9 members of the board Gilead ) .",side-effect
1329038268151848961t,@SkyNews I ’ m sure Pfizer has killed people in the past and have had loads of lawsuits against them because of there vaccines ? ? ? ... I ’ m alright thanks ! ! !,pharma
1374100099941404673t,Lola was very unhappy going to the vet to get her rabies shot . She ’ s an anti - vaxxer . 🤣 #dogsoftwitter #antivaxxer https : / / t.co/GF6qUwtGhd,none
1374108874471522304t,@Billius27 LTC would crumble ... lots of staff aren't getting the vaccine ... and lots are leaving for same pay easier work in factories etc .. forcing the vaccine would make things a whole lot worse,mandatory
1312954542187851782t,@NeasdenParade @Piers_Corbyn This vaccine that Oxford have in the making is causing more harm than good . Its heavily centered on spinal column genes and causes paralysis . What if there is one vaccine for the useless eaters and one vaccine for the useful slaves ? Keep the farmers and discard the liabilities .,side-effect
1253778774828765189t,"@CBCNews @JPTasker Trudeau wants force canadians to accept compulsary vaccination with RFID ship , MK Ultra project to brainwash people should work because he needs remove guns to install his dictatorship and a stupid man shot people",conspiracy mandatory
1288136780252880896t,@CleChrissy1 @BillGates I am fine with that . What they are not gonna push is mandating it for kids to go to school . This is being pushed through so fast . Kids should be the last demographic to use this vaccine on . I already am hearing it being thrown out there from parents in school meetings . 🤬,mandatory
1340438221919019011t,@RockOnLiberals They are intentionally delaying and buying time so the Moderna vaccine can sell more .,pharma
1374719280558784512t,I wouldn't take the AstraZeneca vaccine . Would you ? https : / / t.co/wodn8ZASYK,none
1341713552114069504t,"@carlheneghan Does the Pfizer / Biontech paper , justify treating the vaccine as the holy grail . I actually find the paper more disturbing than reassuring . Besides all limitations they say „ the results are proof of concept for RNA vaccines . “ https : / / t.co/kDxQkMWgpF",rushed
1406349001549619200t,@BGLTHMND @DrTessaT And here's another mega lie that just came out : Pfizer committed the ultimate statistical sleight of hand by claiming 2 doses were more effective than one . The deception was so basic funny no one pointed it out till now . 💰 & ⚰ ️ continues to be the M . O . https : / / t.co/EbdUbBekYG,ineffective
1325938767404789760t,". @Pfizer is a criminal enterprise ! They KNEW their vaccine was successful BEFORE the election , yet they chose to release the results AFTER the election ! ! This is ELECTION INTERFERENCE ! ! !",pharma
1326392495471796230t,“ This company has been operating as an illegal operation from the beginning and it ’ s not surprising that their apologist in chief is none other than Tony Fauci .. ” RFK Jr . interviews patent researcher David Martin about Moderna . ⁦ @ChildrensHD ⁩ https : / / t.co/s4BwvSKWBj,pharma
1313707310758289409t,"Emma is a registered nurse in South Wales , and she is FRIGHTENED to death about the COVID vaccine . https : / / t.co/an4e0oa6M8 https : / / t.co/11B9xlz9it",side-effect
1219025801343111169t,"@onevaxxednurse @ICCS1 @gabourylady @tanulewicz Yes , many do conclude that vaccination is the answer . However , one can read the information presented and come to a different conclusion than the author . Free thought is an amazing thing . We don't have to agree with anyone simply because they assert their opinion .",none
1375479137457086466t,More evidence that the mRNA vaccines are set to eat everybody else ’ s lunch : Moderna set to sell 1.4 billion doses of COVID - 19 vaccines NEXT YEAR . They must feel pretty confident most other vaccines will still have scaling problems . https : / / t.co/Qc8SefFEWW,pharma
1365665767346237440t,@JulieMHolcomb Why vaccine manufacturers have zero liability if their vaccines are safe ?,pharma
1365633102240972805t,"Love hearing people say , the vaccine is perfectly safe . How dumb are these people ?",none
1335534342613962752t,In that case vaccine is not needed at all . Me and few of my relatives were infected with covid and cured in less than 14 days with regular vitamin tablets and healthy food .,unnecessary
1306428665983631361t,"@thehill Why don't you take the Russian vaccine , Trump .. I hear there is bleach in it ..",country
1375235132546768910t,What's taken you so long to realise this ? The virus is a vector for the passport . The vaccine is vector for the passport . We have lost our freedoms more than any other democracy in the world . And it is not going to end . WE HAVE TO END THIS NOW .,mandatory
1351989095405400072t,Patrick Vallance has £ 600000 of shares in vaccine companies ! No wonder he wants us all to have the Covid vaccine every year ! ! @BorisJohnson @pritipatel Conflicts of interest among the UK government ’ s covid - 19 advisers https : / / t.co/Cf6ZaNbf54,pharma political
1283329776837709829t,"If undecided about the Covid vaccine : "" So we are gonna take something that usually takes 5 or 6 year & get it done in 18 months . There will be a trade off . We will have less safety testing than we would typically have "" ( Bill Gates ) . Time stamp 5 : 40 https : / / t.co/ycCJJ1HcGP",rushed
1359193421135675400t,@DrKristenW @JoeS619 Why use the word pandemic about something that was an epidemic . I know more people with vaccine damage than I know people who have had covid . Stats say this is not a pandemic . Especially stays discounting faulty PCR testing,side-effect
1259833735421341698t,"BARDA gave $ 500M to a company with technology that hasn ’ t been proven — ever ? Moderna has zero marketed products ( despite having a huge pipeline and ample resources to commercialize said pipeline ) . Wow . Talk about desperation , @BARDA . $ MRNA",pharma
1342339367059255296t,"@CaptainMorgans5 I don ’ t mean 2sound like a conspiracy theorist , but their study design was awful & now it is becoming apparent they are not being truthful about their information . & Slaoui still owns millions in stock in Moderna . He was allowed to keep it bc he said he would work as czar for free",pharma
1365359423108087810t,All I know is I hope I don't get the Johnson and Johnson vaccine . With what ? Only a 72 % protection ? !,ineffective
